age,job,marital,education,default,balance,housing,loan,campaign,y
35,self-employed,married,tertiary,no,1250,yes,no,1,no
45,housemaid,married,primary,no,403,no,no,1,no
54,admin.,married,secondary,no,1342,yes,no,1,no
58,technician,married,secondary,no,1,no,no,1,no
47,blue-collar,married,secondary,no,1612,yes,no,1,yes
39,technician,divorced,tertiary,no,113,yes,yes,2,no
32,admin.,married,tertiary,no,233,yes,no,2,no
30,management,single,tertiary,no,0,yes,no,2,no
34,technician,divorced,secondary,no,705,yes,yes,1,no
53,blue-collar,married,primary,no,1409,yes,no,1,no
58,unknown,married,unknown,no,68,no,no,1,yes
28,student,single,secondary,no,1350,yes,no,2,no
35,admin.,single,secondary,no,663,yes,no,3,no
40,services,married,secondary,no,879,yes,yes,3,no
40,management,married,primary,no,738,yes,yes,2,no
24,student,single,primary,no,1283,no,no,2,no
35,blue-collar,married,secondary,no,2643,yes,no,3,no
57,management,married,tertiary,no,1631,yes,no,2,no
30,blue-collar,single,secondary,no,148,no,no,1,no
26,student,single,tertiary,no,193,no,no,2,no
39,blue-collar,married,primary,no,176,yes,yes,2,no
37,management,married,tertiary,no,489,yes,no,2,no
38,technician,married,secondary,no,-421,yes,no,1,no
44,entrepreneur,married,secondary,no,887,yes,no,2,no
54,retired,married,primary,no,136,yes,no,1,no
46,services,married,unknown,no,854,yes,no,3,no
61,technician,married,tertiary,no,0,no,no,1,no
56,admin.,married,primary,no,0,yes,no,2,no
50,management,married,tertiary,no,414,yes,no,1,yes
24,services,single,secondary,no,496,yes,no,1,no
39,technician,married,tertiary,no,2869,no,no,1,no
42,blue-collar,married,secondary,no,1297,yes,no,2,no
35,admin.,married,secondary,no,3187,yes,no,1,no
31,services,single,secondary,no,695,yes,no,1,no
34,blue-collar,single,secondary,yes,-60,no,no,1,no
38,technician,married,secondary,no,275,yes,no,2,no
32,management,divorced,tertiary,no,530,yes,no,1,no
42,technician,married,tertiary,no,782,no,no,1,no
39,management,married,secondary,no,517,yes,no,1,no
47,admin.,divorced,secondary,no,0,no,no,1,no
51,services,married,secondary,no,657,no,no,2,no
54,management,married,secondary,no,1150,no,no,1,no
41,technician,single,secondary,no,-41,yes,yes,1,no
39,blue-collar,married,secondary,no,1756,yes,no,1,yes
41,management,divorced,tertiary,no,902,yes,no,1,no
43,unemployed,married,secondary,no,1943,yes,no,2,no
32,blue-collar,married,secondary,no,824,yes,no,1,no
38,technician,married,secondary,no,751,yes,no,1,no
39,technician,married,tertiary,no,101,no,no,1,no
57,blue-collar,married,primary,no,211,yes,no,2,no
42,entrepreneur,married,tertiary,no,2249,yes,no,2,no
33,admin.,married,tertiary,no,1636,yes,yes,1,no
44,services,single,secondary,no,862,yes,no,2,no
40,services,married,secondary,no,3164,yes,no,2,no
36,technician,divorced,secondary,no,666,yes,yes,1,no
55,blue-collar,divorced,secondary,no,1613,yes,no,1,yes
44,entrepreneur,single,tertiary,no,1136,yes,yes,2,no
37,services,married,secondary,no,749,yes,no,2,no
49,technician,married,tertiary,no,523,yes,no,1,no
44,blue-collar,married,secondary,no,879,yes,no,1,no
41,services,single,secondary,no,-68,yes,no,3,no
39,services,divorced,secondary,no,-152,yes,no,3,no
46,technician,divorced,secondary,no,387,yes,yes,1,no
46,services,divorced,secondary,no,350,yes,no,1,no
40,entrepreneur,married,tertiary,no,2644,yes,no,1,no
44,blue-collar,married,primary,no,612,yes,yes,1,no
39,technician,single,tertiary,no,54,yes,no,2,no
47,management,married,secondary,no,-521,yes,no,2,no
41,self-employed,married,secondary,no,3123,yes,no,2,yes
49,management,married,tertiary,no,596,yes,no,2,no
37,admin.,married,secondary,no,1335,yes,no,4,no
31,admin.,single,secondary,no,779,yes,yes,2,no
50,management,married,tertiary,no,101,yes,no,2,no
29,technician,single,unknown,no,1729,yes,no,1,no
42,admin.,single,tertiary,no,473,yes,no,1,no
43,management,divorced,tertiary,no,20,no,no,2,no
46,admin.,single,secondary,no,1070,yes,no,2,no
29,technician,married,secondary,no,-547,yes,yes,1,no
40,management,married,tertiary,no,285,yes,no,1,no
34,technician,single,secondary,no,2729,yes,no,1,no
38,services,married,secondary,no,968,yes,no,1,no
37,blue-collar,divorced,secondary,no,811,yes,yes,3,no
36,blue-collar,married,secondary,no,382,yes,no,1,no
63,retired,married,secondary,no,2030,no,no,6,no
24,student,single,secondary,no,1684,no,no,4,no
35,blue-collar,married,secondary,no,270,yes,yes,2,no
38,admin.,married,secondary,no,1280,yes,no,1,no
45,blue-collar,married,secondary,no,-73,yes,no,3,no
33,technician,single,tertiary,no,127,yes,no,2,yes
26,student,single,tertiary,no,1804,no,no,2,no
41,blue-collar,married,secondary,no,523,yes,no,3,no
36,blue-collar,married,secondary,no,2454,yes,no,1,no
34,admin.,single,secondary,no,266,yes,no,2,no
32,services,married,secondary,no,393,no,no,2,no
27,unemployed,single,secondary,no,1972,no,no,1,no
47,admin.,single,secondary,no,1544,yes,no,1,no
45,blue-collar,married,secondary,no,146,yes,yes,1,no
41,blue-collar,married,secondary,no,790,yes,no,1,no
35,management,single,tertiary,no,694,yes,no,1,no
59,blue-collar,married,secondary,no,135,yes,no,1,no
39,management,single,tertiary,no,2651,no,no,2,no
35,technician,married,secondary,no,0,yes,no,1,no
33,blue-collar,married,secondary,no,1101,yes,no,2,no
33,admin.,married,secondary,no,796,yes,no,1,no
40,management,married,secondary,no,754,no,yes,1,yes
44,blue-collar,married,secondary,no,545,yes,no,3,no
31,services,married,secondary,no,1062,yes,yes,1,no
57,technician,married,secondary,no,1144,yes,no,2,no
36,self-employed,married,secondary,no,1184,yes,no,1,yes
40,admin.,single,secondary,no,462,yes,yes,1,no
32,technician,single,tertiary,no,948,yes,no,2,no
40,blue-collar,married,primary,no,2133,yes,yes,3,no
37,admin.,married,secondary,no,1207,yes,no,2,yes
44,blue-collar,single,secondary,no,712,yes,yes,3,yes
59,services,married,primary,no,1562,yes,no,2,no
42,blue-collar,married,primary,no,574,yes,no,2,no
41,blue-collar,married,secondary,no,0,yes,no,4,no
44,blue-collar,married,secondary,no,647,yes,no,2,no
46,admin.,single,secondary,no,757,yes,yes,3,no
33,admin.,single,secondary,no,2554,yes,no,3,no
41,admin.,divorced,secondary,no,270,yes,no,1,no
36,technician,married,secondary,no,0,yes,no,3,no
63,retired,married,secondary,no,2734,no,no,5,no
30,blue-collar,single,tertiary,no,297,no,no,4,yes
38,management,divorced,tertiary,no,714,yes,no,2,no
38,admin.,married,secondary,no,271,no,no,3,no
38,unemployed,married,tertiary,no,2012,no,no,3,no
42,blue-collar,married,secondary,no,349,yes,no,2,no
33,management,single,tertiary,no,561,no,no,1,no
35,technician,single,primary,no,744,yes,no,1,no
46,admin.,divorced,secondary,no,1198,yes,yes,1,no
41,technician,married,secondary,no,2185,yes,no,4,no
33,services,married,secondary,no,387,yes,no,2,no
31,blue-collar,single,secondary,no,823,yes,yes,1,no
43,blue-collar,married,secondary,no,902,yes,no,1,no
33,management,married,tertiary,no,663,yes,no,1,no
36,admin.,married,secondary,no,39,yes,no,2,no
36,admin.,married,secondary,no,1588,yes,no,1,no
31,management,married,secondary,no,625,yes,no,1,no
40,admin.,single,secondary,no,963,yes,no,1,no
45,entrepreneur,single,primary,no,0,no,no,1,no
40,admin.,single,unknown,no,355,yes,no,2,no
33,blue-collar,single,secondary,no,706,yes,no,1,no
53,blue-collar,divorced,secondary,no,1912,yes,yes,1,no
40,admin.,married,secondary,no,2591,yes,yes,1,no
43,entrepreneur,married,tertiary,no,903,yes,no,1,no
38,technician,single,secondary,no,0,yes,no,2,no
46,technician,married,secondary,no,138,yes,no,2,no
47,unemployed,married,secondary,no,817,no,no,4,yes
32,blue-collar,married,secondary,no,897,yes,no,3,no
33,management,married,tertiary,no,0,yes,no,1,no
53,blue-collar,married,primary,no,53,yes,no,1,no
47,unemployed,married,primary,no,2290,yes,no,1,no
56,management,married,tertiary,no,167,yes,no,1,no
44,unemployed,divorced,secondary,no,522,no,no,1,no
29,self-employed,single,tertiary,no,1457,yes,no,1,no
35,entrepreneur,married,tertiary,no,1859,yes,no,1,no
53,blue-collar,married,secondary,no,2531,yes,no,1,no
46,blue-collar,single,tertiary,no,283,no,no,1,yes
50,services,single,secondary,no,1716,yes,no,1,no
31,blue-collar,married,primary,no,1601,no,no,1,no
37,technician,divorced,tertiary,no,1174,yes,no,1,no
38,services,single,secondary,no,167,yes,no,2,no
41,services,married,secondary,no,446,yes,no,3,no
27,admin.,single,tertiary,no,2068,no,no,2,no
56,technician,married,primary,no,1232,no,no,1,no
39,blue-collar,single,primary,no,581,yes,no,1,no
48,services,married,secondary,no,665,yes,no,2,no
35,management,married,tertiary,no,0,yes,no,1,no
33,blue-collar,married,primary,no,1064,yes,no,1,no
33,blue-collar,married,secondary,no,1130,yes,no,1,no
35,management,single,tertiary,no,714,yes,no,2,no
33,services,married,secondary,no,0,yes,yes,1,no
28,technician,single,secondary,no,922,yes,no,1,no
24,admin.,single,secondary,no,5,no,no,1,no
49,entrepreneur,divorced,tertiary,no,1342,yes,yes,1,no
36,services,married,secondary,no,1746,yes,no,1,no
39,management,married,tertiary,no,416,yes,no,1,no
36,admin.,divorced,secondary,no,356,yes,no,3,no
50,blue-collar,married,secondary,no,2320,yes,no,1,no
25,admin.,single,secondary,no,82,no,yes,2,yes
31,student,single,secondary,no,735,no,no,3,no
41,blue-collar,married,secondary,no,1885,yes,no,2,no
44,unemployed,married,secondary,no,728,yes,no,1,no
41,management,married,tertiary,no,5,yes,no,3,no
31,technician,single,secondary,no,2484,yes,no,1,no
39,services,single,secondary,no,600,no,no,1,no
43,blue-collar,married,secondary,no,1617,yes,no,1,no
35,blue-collar,married,primary,no,-210,yes,yes,3,no
34,unemployed,married,secondary,no,428,yes,no,2,no
51,blue-collar,married,secondary,no,984,yes,no,4,no
48,management,divorced,tertiary,no,351,yes,no,3,no
45,housemaid,married,primary,no,317,yes,no,2,no
40,blue-collar,single,primary,no,446,yes,no,4,no
56,technician,married,secondary,no,2847,no,no,1,yes
49,management,married,tertiary,no,519,yes,no,1,no
55,blue-collar,married,secondary,no,1358,no,no,1,no
35,blue-collar,married,secondary,no,0,yes,yes,1,no
42,technician,married,secondary,no,233,no,no,1,no
36,blue-collar,single,secondary,no,1822,yes,no,1,yes
35,technician,single,secondary,no,16,yes,no,1,yes
37,technician,married,secondary,no,720,yes,no,3,no
54,technician,married,secondary,no,3323,yes,yes,3,no
36,technician,single,secondary,no,524,yes,no,1,no
53,admin.,married,secondary,no,35,yes,no,1,no
35,admin.,married,secondary,no,126,yes,no,1,no
35,blue-collar,married,secondary,no,2926,yes,no,1,no
28,technician,married,secondary,no,139,yes,yes,1,no
49,management,married,tertiary,no,78,yes,no,3,no
37,admin.,single,secondary,no,810,yes,no,1,no
35,technician,single,tertiary,no,458,yes,no,1,no
35,blue-collar,married,secondary,no,1993,yes,no,2,no
54,unemployed,married,secondary,no,377,no,no,1,yes
31,admin.,married,secondary,no,941,yes,no,4,no
39,admin.,married,secondary,no,217,yes,no,1,no
44,self-employed,divorced,secondary,no,522,yes,no,1,no
34,student,single,tertiary,no,3404,yes,no,1,no
36,self-employed,married,primary,no,1094,yes,no,1,no
45,blue-collar,married,primary,no,31,no,no,2,no
32,technician,married,secondary,no,303,yes,no,1,yes
38,technician,married,tertiary,no,3234,no,no,1,no
42,blue-collar,married,secondary,no,363,no,no,2,no
40,entrepreneur,married,tertiary,no,2310,yes,yes,1,no
68,retired,married,primary,no,1759,no,no,1,no
52,services,married,primary,no,821,yes,yes,2,no
37,admin.,married,tertiary,no,2693,yes,no,1,no
34,blue-collar,married,unknown,no,11,yes,no,1,no
67,retired,married,secondary,no,1443,no,no,1,yes
34,technician,married,secondary,no,2726,yes,no,1,no
35,blue-collar,married,secondary,no,21,yes,no,2,no
27,services,single,tertiary,no,128,no,no,1,no
33,management,single,tertiary,no,259,no,no,6,no
46,blue-collar,married,primary,no,1204,yes,no,2,no
57,management,married,tertiary,no,1287,yes,no,2,no
32,management,single,tertiary,no,1781,no,no,1,yes
36,entrepreneur,married,secondary,no,419,yes,no,3,no
34,technician,married,secondary,no,209,yes,yes,2,no
39,technician,single,secondary,no,1048,yes,yes,2,no
26,admin.,married,secondary,no,3415,no,no,1,yes
55,unemployed,married,secondary,no,12,no,no,1,no
50,technician,single,secondary,no,-97,yes,no,1,no
60,unemployed,married,secondary,no,2000,no,no,1,no
32,technician,married,secondary,no,1951,yes,no,2,no
58,blue-collar,married,primary,no,189,yes,no,1,no
61,housemaid,married,tertiary,no,1389,no,no,1,no
33,management,single,tertiary,no,318,yes,no,1,yes
32,admin.,single,secondary,no,5,yes,yes,1,no
32,self-employed,single,tertiary,no,562,yes,yes,1,no
44,admin.,married,secondary,no,1807,yes,yes,1,no
48,admin.,single,secondary,no,1234,yes,no,1,no
25,admin.,single,secondary,no,654,no,no,1,no
35,management,married,tertiary,no,1725,yes,yes,2,no
56,technician,married,tertiary,no,655,yes,yes,1,no
46,management,married,tertiary,no,964,yes,no,1,no
33,blue-collar,married,secondary,no,370,yes,no,1,no
21,student,single,primary,no,423,no,no,5,yes
35,management,married,tertiary,no,24,yes,no,1,no
39,management,married,tertiary,no,271,yes,no,1,no
30,technician,single,secondary,no,2544,no,no,2,yes
41,blue-collar,married,secondary,no,1521,yes,no,4,no
39,services,married,secondary,no,702,yes,no,1,no
27,student,single,secondary,no,2614,no,no,2,yes
40,technician,married,secondary,no,1832,no,no,2,no
30,services,single,secondary,no,1268,yes,no,4,yes
36,blue-collar,married,secondary,no,536,yes,no,3,yes
36,management,single,tertiary,no,223,yes,no,3,no
31,management,single,secondary,no,1088,yes,no,2,yes
42,blue-collar,married,secondary,no,3168,yes,no,2,no
24,student,single,secondary,no,745,yes,no,2,no
27,admin.,married,secondary,no,1293,yes,no,3,yes
26,blue-collar,married,secondary,no,352,yes,no,3,no
37,technician,married,secondary,no,523,yes,no,2,no
29,management,single,tertiary,no,1377,no,no,2,yes
38,blue-collar,single,secondary,no,2580,yes,no,2,yes
50,blue-collar,married,secondary,no,562,yes,no,2,no
23,admin.,single,tertiary,no,314,no,yes,4,yes
30,management,married,tertiary,no,357,yes,no,2,no
37,services,single,secondary,no,248,yes,no,2,no
35,unemployed,married,tertiary,no,1057,yes,no,2,no
38,technician,married,tertiary,no,206,no,no,2,yes
29,technician,married,secondary,no,23,yes,no,2,no
25,admin.,single,tertiary,no,1420,no,no,2,no
32,technician,married,secondary,no,344,yes,no,3,no
33,blue-collar,married,primary,no,331,yes,no,2,no
44,blue-collar,married,primary,no,1704,yes,no,2,no
54,admin.,married,primary,no,546,yes,no,1,no
37,technician,single,tertiary,no,3315,yes,no,2,no
48,management,divorced,tertiary,no,507,yes,no,1,no
36,blue-collar,married,primary,no,2730,yes,no,1,no
30,technician,single,secondary,no,3286,yes,no,1,yes
57,blue-collar,married,secondary,no,1412,yes,no,1,no
26,student,single,secondary,no,766,no,no,6,no
41,services,married,secondary,no,803,yes,no,4,yes
28,management,single,tertiary,no,781,no,no,6,no
53,blue-collar,married,primary,no,1090,yes,no,1,no
34,management,married,tertiary,no,159,yes,yes,1,no
55,admin.,married,unknown,no,2038,no,no,1,yes
39,management,married,tertiary,no,272,yes,no,1,no
33,technician,single,secondary,no,719,yes,no,2,yes
51,blue-collar,divorced,primary,no,155,yes,yes,1,no
33,services,married,secondary,no,-329,yes,no,1,no
42,technician,married,unknown,no,254,yes,no,1,no
39,technician,married,secondary,no,958,yes,no,5,no
49,admin.,married,secondary,no,909,yes,no,1,no
34,blue-collar,married,primary,no,1451,yes,no,3,no
42,management,married,tertiary,no,1773,no,no,1,no
53,admin.,single,secondary,no,2892,no,no,3,yes
56,blue-collar,married,primary,no,247,no,no,4,no
35,management,married,primary,no,0,yes,yes,3,no
59,admin.,married,secondary,no,817,no,no,1,no
29,blue-collar,single,secondary,no,314,yes,no,1,no
32,admin.,married,secondary,no,393,yes,no,1,no
34,unemployed,married,secondary,no,438,yes,yes,1,no
35,admin.,married,secondary,no,159,yes,no,2,no
36,management,married,tertiary,no,1198,yes,no,3,no
35,blue-collar,married,secondary,no,63,yes,no,1,no
36,admin.,married,secondary,no,3268,no,no,2,no
42,technician,married,secondary,no,488,no,no,1,no
34,services,single,primary,no,25,yes,yes,4,no
43,management,married,unknown,no,275,no,no,2,no
47,admin.,married,secondary,no,0,no,no,1,no
48,services,divorced,secondary,no,3186,no,yes,1,no
35,admin.,married,secondary,no,898,yes,no,1,yes
58,retired,married,secondary,no,2126,no,no,1,no
42,entrepreneur,married,secondary,no,0,yes,no,1,yes
55,management,divorced,tertiary,no,271,yes,no,4,no
34,technician,married,secondary,no,1012,yes,yes,2,no
35,admin.,married,secondary,no,-312,no,no,1,no
34,self-employed,single,secondary,no,1261,yes,no,2,no
30,blue-collar,married,secondary,no,177,yes,no,2,no
40,management,divorced,tertiary,no,1315,yes,no,2,no
43,blue-collar,married,secondary,no,664,yes,no,2,no
55,self-employed,married,secondary,no,2408,no,no,2,no
29,admin.,married,tertiary,no,332,no,no,1,yes
34,blue-collar,married,secondary,no,1235,yes,yes,1,no
31,services,single,secondary,no,900,yes,no,2,no
53,admin.,divorced,secondary,no,2647,yes,no,1,no
39,management,married,tertiary,no,399,no,no,1,no
68,retired,divorced,primary,no,695,no,no,1,yes
20,student,single,secondary,no,1819,no,no,3,yes
31,blue-collar,single,secondary,no,501,yes,no,1,no
39,admin.,married,secondary,no,0,no,no,2,no
36,entrepreneur,married,tertiary,no,0,yes,no,1,no
30,management,single,tertiary,no,2544,no,no,2,yes
30,technician,single,tertiary,no,987,no,no,6,no
37,technician,single,secondary,no,1590,yes,no,5,no
31,admin.,single,secondary,no,3323,yes,no,2,no
40,management,single,tertiary,no,-318,yes,yes,1,no
40,blue-collar,married,secondary,no,1074,yes,no,2,no
40,blue-collar,married,secondary,no,1554,yes,no,2,no
34,entrepreneur,married,secondary,no,1847,yes,no,3,no
38,admin.,single,tertiary,no,-898,yes,no,2,no
32,blue-collar,married,secondary,no,759,yes,no,5,yes
25,management,single,tertiary,no,565,yes,no,1,no
34,admin.,married,tertiary,no,899,yes,no,2,no
46,blue-collar,married,primary,no,952,yes,no,4,no
28,management,divorced,tertiary,no,229,yes,no,2,yes
37,management,divorced,tertiary,no,443,yes,no,3,no
36,technician,married,secondary,no,569,yes,no,1,no
39,technician,married,tertiary,no,1161,yes,no,1,no
33,management,married,tertiary,no,0,no,no,2,no
32,technician,married,secondary,no,1539,yes,no,3,no
36,management,married,tertiary,no,1,yes,yes,2,no
40,management,married,tertiary,no,1548,yes,no,3,no
43,blue-collar,married,primary,no,2901,yes,no,4,no
29,blue-collar,married,primary,no,18,yes,no,3,no
35,technician,married,secondary,no,327,yes,no,3,no
43,blue-collar,married,secondary,no,678,yes,yes,3,no
41,blue-collar,married,secondary,no,-56,yes,no,1,no
42,entrepreneur,married,tertiary,no,1068,yes,no,1,no
45,blue-collar,married,secondary,no,96,yes,no,3,yes
36,admin.,single,secondary,no,2556,yes,no,1,no
34,admin.,married,secondary,no,1499,yes,no,1,no
34,blue-collar,married,secondary,no,837,yes,yes,1,no
30,management,married,tertiary,no,1418,yes,yes,2,no
29,technician,single,secondary,no,110,yes,no,1,yes
31,blue-collar,married,secondary,no,1406,yes,yes,2,yes
44,admin.,divorced,secondary,no,21,yes,no,3,no
39,services,divorced,secondary,no,0,yes,no,2,yes
43,blue-collar,divorced,secondary,no,59,yes,no,3,no
45,admin.,single,secondary,no,946,yes,no,3,no
60,management,married,primary,no,252,yes,yes,2,no
31,management,married,tertiary,no,357,yes,no,2,no
31,blue-collar,married,secondary,no,1716,yes,no,2,no
30,blue-collar,single,primary,no,464,yes,no,1,no
43,blue-collar,married,primary,no,1288,yes,no,1,no
43,blue-collar,married,secondary,no,2355,yes,yes,3,no
38,blue-collar,married,secondary,no,1663,yes,no,3,no
41,technician,married,tertiary,no,816,yes,yes,2,no
30,admin.,married,secondary,no,695,yes,no,2,no
37,entrepreneur,single,tertiary,no,-961,no,no,1,no
40,blue-collar,married,primary,no,3090,yes,no,1,no
49,admin.,divorced,secondary,no,190,yes,no,1,no
34,management,married,tertiary,no,1116,yes,no,1,no
39,admin.,married,secondary,no,201,yes,no,3,no
42,blue-collar,married,primary,no,2103,yes,no,2,yes
31,entrepreneur,divorced,secondary,no,290,yes,no,1,no
35,management,single,tertiary,no,1599,yes,yes,1,yes
34,technician,single,tertiary,no,925,yes,no,1,yes
40,services,married,secondary,no,1293,yes,no,3,no
43,blue-collar,divorced,primary,no,515,yes,no,2,no
50,admin.,divorced,secondary,no,-194,yes,no,2,no
56,blue-collar,married,primary,no,2765,no,no,3,no
26,management,single,tertiary,no,-3,no,no,2,yes
37,blue-collar,married,unknown,no,897,yes,no,2,no
28,blue-collar,married,secondary,no,631,yes,no,1,no
33,management,single,tertiary,no,215,yes,no,1,no
29,services,divorced,secondary,no,84,yes,no,2,yes
31,management,single,tertiary,no,999,yes,no,5,no
52,blue-collar,married,secondary,no,543,yes,no,2,no
36,admin.,single,secondary,no,587,yes,no,3,no
27,services,single,secondary,no,150,no,no,3,no
44,self-employed,single,tertiary,no,1367,yes,no,3,yes
30,self-employed,married,secondary,no,1772,yes,no,4,no
30,blue-collar,married,primary,no,-93,yes,no,4,no
57,management,married,tertiary,no,1318,no,no,2,no
33,blue-collar,married,secondary,no,91,yes,no,2,no
32,admin.,divorced,secondary,no,410,yes,no,1,no
24,technician,single,secondary,no,139,no,no,1,no
38,technician,married,tertiary,no,52,yes,no,4,no
45,blue-collar,married,secondary,no,863,yes,no,2,no
39,services,married,secondary,no,554,yes,no,1,no
32,services,single,secondary,no,758,yes,no,1,no
33,technician,single,tertiary,no,318,yes,no,1,no
35,blue-collar,married,secondary,no,120,yes,no,3,no
44,services,married,secondary,no,1450,yes,no,1,no
36,services,single,secondary,no,1405,yes,no,3,no
34,management,married,tertiary,no,703,yes,no,1,yes
41,management,married,tertiary,no,-456,no,no,4,no
45,technician,single,primary,no,237,yes,no,1,no
33,management,married,tertiary,no,0,yes,no,3,yes
59,technician,married,secondary,no,0,yes,no,1,no
25,student,single,secondary,no,1765,yes,no,3,no
35,unemployed,married,secondary,no,2080,yes,no,3,no
31,blue-collar,single,secondary,no,609,yes,no,1,no
34,management,single,tertiary,no,2646,no,no,1,yes
40,technician,married,tertiary,no,1641,yes,no,1,no
33,admin.,single,secondary,no,572,yes,no,1,yes
22,student,single,secondary,no,107,no,no,1,yes
32,technician,married,secondary,no,765,yes,yes,2,yes
37,technician,married,secondary,no,474,yes,no,1,no
54,admin.,married,secondary,no,3136,yes,no,1,no
32,blue-collar,married,secondary,no,180,yes,no,1,no
36,management,divorced,tertiary,no,102,yes,no,1,no
36,services,single,secondary,no,-253,yes,no,1,yes
29,services,married,secondary,no,690,yes,no,2,no
54,housemaid,married,unknown,no,0,no,no,5,no
44,admin.,divorced,secondary,no,0,no,no,1,yes
65,retired,married,secondary,no,2,no,no,1,yes
43,admin.,married,secondary,no,1159,yes,no,2,no
38,admin.,married,secondary,no,766,yes,no,2,no
32,blue-collar,married,primary,no,1287,yes,no,2,no
62,retired,married,primary,no,1084,no,no,1,yes
25,management,single,tertiary,no,702,no,no,2,no
61,self-employed,divorced,tertiary,no,6,yes,no,2,yes
40,technician,single,tertiary,no,1175,no,no,1,yes
41,housemaid,married,primary,no,0,no,no,1,yes
30,technician,single,primary,no,2731,yes,no,1,no
65,retired,married,primary,no,2173,no,no,1,no
32,technician,single,tertiary,no,1012,no,no,1,no
24,management,married,unknown,no,448,no,no,1,yes
35,blue-collar,married,secondary,no,106,yes,no,5,no
33,blue-collar,single,secondary,no,1254,yes,no,1,no
62,housemaid,married,tertiary,no,1528,no,no,1,yes
34,blue-collar,single,secondary,no,47,yes,no,1,no
29,services,married,secondary,no,489,yes,no,3,no
30,unemployed,married,tertiary,no,330,no,no,1,yes
33,admin.,single,tertiary,no,867,yes,no,1,no
29,admin.,single,secondary,no,731,no,no,3,yes
43,blue-collar,married,primary,no,2273,yes,no,2,no
32,management,single,tertiary,no,574,yes,no,2,no
36,management,married,tertiary,no,926,no,no,1,yes
49,blue-collar,married,secondary,no,1111,yes,yes,3,no
36,blue-collar,married,secondary,no,325,no,no,2,no
33,admin.,married,secondary,no,2374,yes,no,2,no
33,admin.,single,secondary,no,549,yes,no,2,no
58,blue-collar,married,secondary,no,0,no,yes,5,no
29,unemployed,single,secondary,no,25,no,no,2,yes
53,blue-collar,married,primary,no,1311,no,no,3,no
34,admin.,single,secondary,no,852,no,no,2,no
59,blue-collar,married,secondary,no,681,yes,no,2,no
57,services,divorced,unknown,no,1877,yes,no,4,no
31,management,single,tertiary,no,2384,yes,no,2,no
41,blue-collar,married,primary,no,875,yes,no,2,no
52,services,married,secondary,no,2904,yes,no,6,no
35,services,divorced,tertiary,no,877,yes,no,3,no
65,management,married,secondary,no,587,no,no,2,yes
52,management,married,tertiary,no,1944,yes,no,3,no
40,technician,married,secondary,no,0,no,no,2,no
43,services,married,secondary,no,205,yes,no,2,no
39,blue-collar,married,secondary,no,-145,yes,no,4,no
43,services,married,primary,no,2557,yes,no,2,yes
51,services,married,secondary,no,421,yes,no,2,no
37,services,married,secondary,no,381,yes,no,2,no
51,entrepreneur,married,primary,no,726,yes,yes,2,no
70,retired,divorced,primary,no,275,no,no,1,yes
32,services,married,secondary,no,1129,yes,no,2,yes
46,technician,married,secondary,no,2149,yes,no,2,yes
40,services,divorced,secondary,no,1062,yes,no,2,no
33,management,single,tertiary,no,1271,yes,no,3,yes
30,services,married,secondary,no,292,yes,yes,4,no
30,blue-collar,single,secondary,no,4,no,no,1,no
33,management,married,secondary,no,336,no,no,3,yes
28,technician,single,tertiary,no,0,yes,no,2,no
61,retired,married,primary,no,1515,yes,no,2,no
41,services,married,secondary,no,1836,yes,yes,1,no
39,admin.,single,secondary,no,238,yes,no,1,no
37,management,married,tertiary,no,46,yes,no,1,no
32,services,single,secondary,no,-55,yes,no,1,no
32,technician,single,secondary,no,674,yes,yes,1,no
48,blue-collar,married,secondary,no,1738,yes,no,1,no
36,technician,married,tertiary,no,543,yes,no,2,no
26,technician,married,secondary,no,744,no,no,1,no
32,technician,married,secondary,no,-292,yes,yes,1,no
33,blue-collar,married,secondary,no,215,no,no,1,no
47,unemployed,divorced,secondary,yes,342,yes,no,1,no
31,blue-collar,married,secondary,no,1131,yes,yes,1,no
36,management,married,secondary,no,1160,yes,no,1,no
38,admin.,married,tertiary,no,293,no,no,1,no
34,services,single,secondary,no,194,yes,yes,1,no
33,admin.,married,secondary,no,855,no,no,1,yes
58,self-employed,married,tertiary,no,1636,no,no,1,no
61,management,married,tertiary,no,0,yes,no,1,no
57,services,married,primary,no,491,yes,no,3,yes
50,self-employed,married,tertiary,no,202,yes,no,1,no
62,blue-collar,married,secondary,no,180,no,no,2,yes
41,blue-collar,married,secondary,no,217,yes,no,2,no
32,services,single,secondary,no,133,no,no,1,yes
34,management,married,tertiary,no,0,no,no,2,no
28,management,married,secondary,no,152,yes,no,2,no
33,management,married,tertiary,no,2173,yes,no,1,no
39,blue-collar,single,secondary,no,649,yes,no,1,yes
70,retired,married,unknown,no,853,no,no,1,no
41,blue-collar,married,secondary,no,2689,yes,no,1,yes
38,blue-collar,divorced,secondary,no,1344,yes,no,2,no
44,management,single,tertiary,no,897,yes,yes,1,no
31,services,single,secondary,no,205,yes,no,1,no
58,retired,divorced,primary,no,2745,no,yes,1,no
53,housemaid,married,primary,no,2581,no,no,1,no
44,blue-collar,single,secondary,no,0,yes,no,1,no
47,housemaid,married,tertiary,no,2290,no,no,1,no
27,technician,single,secondary,no,439,yes,no,2,yes
54,blue-collar,divorced,primary,no,2656,yes,no,2,no
19,student,single,secondary,no,626,no,no,1,no
